type,price,datetime,prev_candle_idx,curr_candle_idx,prev_high,curr_high,prev_close,curr_close,retracement_pct,num_hits,num_reversals,strength_score,strength
resistance,22584.35,2024-04-12 14:00:00,929,930,22584.35,22582.4,22580.55,22544.7,0.17556405209801398,7,3,65.35,Strong
resistance,22136.05,2024-04-16 13:00:00,977,978,22136.05,22131.45,22132.0,22100.65,0.15992013028520363,7,3,65.32,Strong
resistance,24867.85,2025-10-01 14:45:00,1842,1843,24860.2,24867.85,24849.4,24835.35,0.13069083173655946,7,4,65.26,Strong
resistance,22154.3,2024-04-16 14:15:00,982,983,22154.3,22153.05,22143.05,22133.35,0.09456403497289793,7,5,65.19,Strong
resistance,17381.9,2023-04-03 10:00:00,29,30,17379.6,17381.9,17374.75,17367.9,0.0805435539267859,7,3,65.16,Strong
resistance,23278.4,2025-04-03 13:30:00,1525,1526,23270.35,23278.4,23268.35,23264.65,0.05906763351433088,7,5,65.12,Strong
resistance,22434.05,2025-04-09 12:15:00,1624,1625,22432.15,22434.05,22432.15,22421.0,0.05817050421122923,7,4,65.12,Strong
resistance,25336.1,2025-10-15 13:00:00,2068,2069,25331.7,25336.1,25331.05,25325.5,0.04183753616380795,7,4,65.08,Strong
resistance,19710.55,2023-10-18 13:15:00,614,615,19710.55,19709.95,19709.65,19705.7,0.024606111955265304,7,4,65.05,Strong
resistance,17651.95,2023-04-17 09:45:00,210,211,17646.05,17651.95,17636.6,17583.25,0.3891921289149398,41,2,60.78,Strong
resistance,25924.65,2025-10-20 09:30:00,2132,2133,25924.65,25895.3,25878.65,25840.9,0.3230516130400989,6,4,60.65,Strong
resistance,25005.9,2024-10-07 11:30:00,1153,1154,25005.9,24990.0,24975.2,24948.5,0.22954582718479022,53,2,60.46,Strong
resistance,17777.6,2023-04-13 13:00:00,197,198,17776.15,17777.6,17776.15,17750.0,0.15525155251551698,6,3,60.31,Strong
resistance,25059.85,2024-10-16 14:30:00,1347,1348,25059.85,25059.05,25050.35,25023.9,0.14345656498341808,39,2,60.29,Strong
resistance,19804.9,2023-10-13 14:30:00,541,542,19804.9,19803.75,19798.85,19778.45,0.13355280763851737,11,2,60.27,Strong
resistance,25776.7,2025-10-17 11:30:00,2114,2115,25771.75,25776.7,25766.4,25743.35,0.12938040943954107,6,4,60.26,Strong
resistance,24720.25,2025-09-29 13:30:00,1785,1786,24705.3,24720.25,24701.35,24689.5,0.1243919458743338,6,3,60.25,Strong
resistance,17544.7,2023-04-05 13:30:00,69,70,17542.05,17544.7,17540.3,17525.7,0.10829481267847271,10,2,60.22,Strong
resistance,24850.75,2025-10-03 12:15:00,1858,1859,24850.75,24840.15,24840.4,24824.75,0.10462460891522388,8,2,60.21,Strong
resistance,19771.75,2023-10-16 14:00:00,565,566,19770.05,19771.75,19766.75,19754.2,0.08876300782681995,6,4,60.18,Strong
resistance,25910.25,2025-10-20 13:15:00,2147,2148,25910.25,25901.5,25898.4,25888.15,0.08529442981059057,6,3,60.17,Strong
resistance,24974.65,2024-10-11 14:00:00,1267,1268,24972.8,24974.65,24967.7,24953.35,0.08528648049122975,31,2,60.17,Strong
resistance,22295.2,2024-04-18 11:15:00,996,997,22295.2,22293.4,22283.0,22276.05,0.08589292762568379,6,4,60.17,Strong
resistance,22630.75,2024-04-08 10:15:00,836,837,22630.45,22630.75,22626.25,22614.75,0.07070026402129845,12,2,60.14,Strong
resistance,22979.1,2025-04-04 12:00:00,1545,1546,22979.1,22974.9,22971.35,22965.3,0.06005457132785563,6,5,60.12,Strong
resistance,19631.45,2023-10-10 11:30:00,451,452,19631.45,19629.35,19628.3,19621.8,0.04915581885190067,6,3,60.1,Strong
resistance,22634.05,2024-04-08 11:00:00,839,840,22634.05,22632.35,22629.3,22623.85,0.04506484698938426,10,2,60.09,Strong
resistance,25860.7,2025-10-20 12:15:00,2143,2144,25856.2,25860.7,25855.25,25849.0,0.04524239483076919,30,2,60.09,Strong
resistance,17612.9,2023-04-21 11:45:00,322,323,17609.95,17612.9,17607.25,17608.05,0.027536635079982184,6,3,60.06,Strong
resistance,19848.0,2023-10-17 13:00:00,587,588,19848.0,19844.6,19843.2,19841.6,0.03224506247481587,6,6,60.06,Strong
resistance,25638.65,2024-10-03 09:45:00,1094,1095,25638.65,25632.25,25616.75,25575.5,0.24630782041956753,5,3,55.49,Strong
resistance,23565.85,2025-03-28 10:00:00,1433,1434,23565.85,23563.8,23556.8,23524.15,0.17695096930514745,5,3,55.35,Strong
resistance,23532.6,2025-03-28 13:00:00,1445,1446,23532.6,23527.5,23527.2,23499.55,0.14044346990982412,5,5,55.28,Strong
resistance,17816.95,2023-04-13 10:00:00,185,186,17816.95,17801.6,17799.5,17792.4,0.13779013804270243,5,3,55.28,Strong
resistance,19583.8,2023-10-20 10:15:00,654,655,19583.8,19578.9,19570.6,19558.25,0.13046497615375605,5,4,55.26,Strong
resistance,19566.3,2023-10-20 13:30:00,667,668,19566.3,19555.2,19554.8,19542.95,0.11933784108389704,5,3,55.24,Strong
resistance,22328.85,2024-04-15 14:45:00,958,959,22328.85,22314.95,22312.05,22304.7,0.10815604027971802,5,3,55.22,Strong
resistance,25994.95,2024-09-30 10:30:00,1045,1046,25994.95,25991.95,25990.0,25970.05,0.09578783571425009,5,4,55.19,Strong
resistance,22308.35,2024-04-18 12:00:00,999,1000,22303.7,22308.35,22303.05,22292.15,0.07261854866001784,5,5,55.15,Strong
resistance,26087.05,2025-10-23 12:00:00,2194,2195,26084.5,26087.05,26082.55,26077.1,0.038141529992853654,5,3,55.08,Strong
resistance,25016.3,2025-10-06 11:15:00,1880,1881,25016.3,25015.45,25014.8,25011.5,0.019187489756675738,7,2,55.04,Strong
resistance,22859.7,2025-04-11 10:15:00,1642,1643,22859.7,22843.3,22832.7,22799.85,0.26181445950735216,6,2,50.52,Strong
resistance,25044.9,2025-09-25 11:30:00,1725,1726,25044.9,25032.7,25031.25,24989.75,0.22020451269520522,13,1,50.44,Strong
resistance,19593.65,2023-10-20 09:30:00,651,652,19585.95,19593.65,19576.7,19561.95,0.16178710959928716,4,3,50.32,Strong
resistance,17748.6,2023-04-11 10:15:00,134,135,17748.6,17745.3,17741.55,17722.8,0.14536357797234303,14,1,50.29,Strong
resistance,23186.8,2025-04-01 14:15:00,1476,1477,23186.8,23163.45,23161.55,23154.75,0.13822519709489567,6,2,50.28,Strong
resistance,23688.55,2025-03-26 10:15:00,1382,1383,23682.8,23688.55,23679.15,23662.8,0.10870230554423974,4,3,50.22,Strong
resistance,17600.55,2023-04-06 10:15:00,82,83,17600.55,17599.9,17588.5,17582.4,0.10312177744444247,42,1,50.21,Strong
resistance,19627.0,2023-10-10 10:45:00,448,449,19625.55,19627.0,19621.9,19610.75,0.08279411015437917,6,2,50.17,Strong
resistance,19575.25,2023-10-20 11:15:00,658,659,19569.15,19575.25,19567.25,19560.4,0.07586110011365652,4,4,50.15,Strong
resistance,19616.45,2023-10-06 10:00:00,393,394,19616.1,19616.45,19605.15,19603.45,0.066270910383887,17,1,50.13,Strong
resistance,17733.95,2023-04-11 15:15:00,154,155,17728.4,17733.95,17728.15,17722.25,0.06597514936041167,4,3,50.13,Strong
resistance,24792.95,2025-10-01 13:30:00,1837,1838,24788.15,24792.95,24787.1,24781.4,0.0465858237926478,6,2,50.09,Strong
resistance,22698.2,2024-04-12 12:00:00,921,922,22698.2,22697.15,22690.75,22687.95,0.045157765814029305,4,3,50.09,Strong
resistance,22744.75,2024-04-10 13:45:00,902,903,22744.1,22744.75,22742.9,22737.9,0.030116840149918313,6,2,50.06,Strong
resistance,23604.55,2025-03-28 12:15:00,1442,1443,23604.55,23598.15,23596.45,23529.3,0.3187944697102889,3,3,45.64,Moderate
resistance,25169.2,2025-10-14 12:00:00,2038,2039,25162.55,25169.2,25155.5,25118.35,0.20203264307169944,5,2,45.4,Moderate
resistance,17827.25,2023-04-13 09:30:00,183,184,17816.55,17827.25,17808.9,17798.8,0.15958714888724132,5,2,45.32,Moderate
resistance,17513.8,2023-04-05 10:45:00,58,59,17513.8,17506.1,17505.15,17487.7,0.14902534001757783,5,2,45.3,Moderate
resistance,22146.05,2024-04-16 14:45:00,984,985,22146.05,22138.4,22136.55,22123.25,0.10295289679197542,3,3,45.21,Moderate
resistance,17716.9,2023-04-17 15:15:00,232,233,17716.9,17715.2,17711.3,17704.1,0.07224740219791786,3,3,45.14,Moderate
resistance,17363.0,2023-04-03 12:30:00,39,40,17363.0,17358.5,17356.95,17352.7,0.059321545815811054,7,1,45.12,Moderate
resistance,19550.1,2023-10-20 14:00:00,669,670,19549.3,19550.1,19543.25,19541.05,0.04629132331803557,5,2,45.09,Moderate
resistance,19821.95,2023-10-18 09:45:00,600,601,19818.9,19821.95,19816.25,19813.65,0.04187277235589471,3,3,45.08,Moderate
resistance,25705.2,2025-10-17 13:30:00,2122,2123,25705.2,25684.2,25677.35,25663.2,0.16339106484291116,4,2,40.33,Moderate
resistance,24745.9,2025-09-29 14:15:00,1788,1789,24738.35,24745.9,24723.85,24718.3,0.11153362779289572,4,2,40.22,Moderate
resistance,24654.0,2025-09-30 14:45:00,1816,1817,24652.8,24654.0,24640.3,24632.5,0.08720694410643302,4,2,40.17,Moderate
resistance,22923.9,2025-04-11 12:15:00,1650,1651,22909.45,22923.9,22907.85,22906.05,0.07786633164514843,4,2,40.16,Moderate
resistance,17805.7,2023-04-13 10:30:00,187,188,17803.8,17805.7,17798.4,17792.45,0.07441437292552384,4,2,40.15,Moderate
resistance,19771.5,2023-10-16 14:30:00,567,568,19769.15,19771.5,19764.4,19757.65,0.07005032496269148,4,2,40.14,Moderate
resistance,26230.85,2024-09-27 14:00:00,1033,1034,26230.85,26225.4,26220.7,26186.8,0.1679320342268713,3,2,35.34,Moderate
resistance,25721.0,2025-10-17 14:15:00,2125,2126,25709.1,25721.0,25682.1,25679.5,0.16134675945725283,3,2,35.32,Moderate
resistance,17289.1,2023-03-31 09:45:00,2,3,17289.1,17282.15,17278.25,17261.55,0.15934895396521087,5,1,35.32,Moderate
resistance,22549.05,2024-04-12 15:00:00,933,934,22549.0,22549.05,22545.8,22515.85,0.14723458416208546,3,2,35.29,Moderate
resistance,19424.55,2023-10-04 11:15:00,346,347,19424.3,19424.55,19420.25,19402.0,0.11609020543590083,3,2,35.23,Moderate
resistance,25052.2,2025-10-08 12:15:00,1936,1937,25052.1,25052.2,25051.1,25025.8,0.10537996662968305,5,1,35.21,Moderate
resistance,22354.3,2024-04-15 13:30:00,953,954,22354.3,22351.55,22345.7,22333.85,0.09148128100634208,3,2,35.18,Moderate
resistance,19378.95,2023-10-04 12:15:00,350,351,19376.2,19378.95,19370.7,19361.4,0.09056218216156847,5,1,35.18,Moderate
resistance,19368.75,2023-10-04 12:45:00,352,353,19365.25,19368.75,19362.7,19353.45,0.07899322362051898,5,1,35.16,Moderate
resistance,24693.25,2025-10-01 09:45:00,1822,1823,24686.5,24693.25,24682.45,24673.8,0.07876646451965913,5,1,35.16,Moderate
resistance,23271.55,2025-04-03 14:30:00,1529,1530,23271.55,23263.4,23258.45,23254.35,0.07390998880607749,3,2,35.15,Moderate
resistance,22671.15,2025-04-08 13:00:00,1601,1602,22670.95,22671.15,22667.55,22666.4,0.02095173822236631,3,2,35.04,Moderate
resistance,22489.95,2025-04-08 11:15:00,1594,1595,22489.95,22455.2,22436.55,22363.05,0.5642520325745564,2,2,31.13,Moderate
resistance,22573.1,2025-04-08 09:30:00,1587,1588,22573.1,22550.0,22545.15,22479.3,0.4155388493383686,4,1,30.83,Moderate
resistance,23744.6,2025-03-25 14:15:00,1372,1373,23744.1,23744.6,23739.9,23702.0,0.17940921304211715,2,2,30.36,Moderate
resistance,22163.8,2024-04-18 14:00:00,1007,1008,22160.5,22163.8,22140.65,22137.85,0.11708281070935819,2,2,30.23,Moderate
resistance,22448.8,2025-04-09 12:45:00,1626,1627,22448.8,22442.55,22435.2,22425.3,0.10468265564306334,2,2,30.21,Moderate
resistance,26211.95,2024-09-27 14:45:00,1036,1037,26211.95,26202.15,26191.85,26187.4,0.09365957130239937,2,2,30.19,Moderate
resistance,24847.0,2025-10-03 13:15:00,1862,1863,24847.0,24844.7,24843.65,24824.85,0.08914557089387634,4,1,30.18,Moderate
resistance,22326.25,2024-04-18 12:30:00,1001,1002,22326.25,22318.2,22313.05,22309.8,0.07368008510162131,2,2,30.15,Moderate
resistance,23174.1,2025-04-01 14:45:00,1478,1479,23171.25,23174.1,23161.65,23161.3,0.055234075972742304,4,1,30.11,Moderate
resistance,25472.6,2025-10-16 11:00:00,2086,2087,25468.75,25472.6,25467.5,25462.25,0.040631894663279544,4,1,30.08,Moderate
resistance,22082.7,2025-04-07 10:45:00,1566,1567,22021.65,22082.7,22007.55,21983.65,0.4485411657089,3,1,25.9,Weak
resistance,25624.8,2025-10-16 15:00:00,2102,2103,25624.8,25624.65,25621.0,25568.55,0.2195139084012363,3,1,25.44,Weak
resistance,25240.25,2025-10-14 10:45:00,2033,2034,25224.1,25240.25,25219.05,25201.65,0.15293033943799506,3,1,25.31,Weak
resistance,17636.85,2023-04-21 14:30:00,333,334,17629.45,17636.85,17629.3,17615.85,0.11906888134785976,3,1,25.24,Weak
resistance,17498.7,2023-04-05 11:30:00,61,62,17498.7,17495.95,17495.35,17488.2,0.06000445747398377,3,1,25.12,Weak
resistance,25337.95,2025-10-15 14:30:00,2074,2075,25336.4,25337.95,25333.75,25330.5,0.029402536511441243,3,1,25.06,Weak
resistance,26127.75,2024-09-30 09:30:00,1041,1042,26127.75,26065.15,26065.2,26021.7,0.4058902890604789,2,1,20.81,Weak
resistance,22468.3,2025-04-09 09:45:00,1614,1615,22467.85,22468.3,22467.85,22387.85,0.3580600223425926,2,1,20.72,Weak
resistance,17368.75,2023-04-03 13:15:00,42,43,17368.75,17354.65,17348.25,17342.7,0.14998200791651253,4,0,20.3,Weak
resistance,26249.4,2024-09-27 12:30:00,1027,1028,26249.4,26240.2,26239.4,26214.0,0.13486022537658557,2,1,20.27,Weak
resistance,17593.15,2023-04-21 12:45:00,326,327,17593.15,17591.5,17587.5,17575.05,0.10288095082462312,4,0,20.21,Weak
resistance,17397.9,2023-04-03 14:45:00,48,49,17386.9,17397.9,17386.3,17382.7,0.08736686611602967,2,1,20.17,Weak
resistance,22436.55,2025-04-09 13:15:00,1628,1629,22436.55,22432.9,22432.1,22417.1,0.08668890716264635,2,1,20.17,Weak
resistance,25197.45,2025-10-14 14:45:00,2049,2050,25197.45,25192.9,25178.65,25177.5,0.07917467839007808,2,1,20.16,Weak
resistance,17614.15,2023-04-21 14:00:00,331,332,17614.15,17610.55,17604.0,17599.85,0.08118472932274852,2,1,20.16,Weak
resistance,17323.95,2023-03-31 12:45:00,14,15,17323.55,17323.95,17322.25,17311.5,0.07186582736616491,4,0,20.14,Weak
resistance,17793.5,2023-04-13 14:00:00,201,202,17784.4,17793.5,17782.7,17780.6,0.07249838424144465,2,1,20.14,Weak
resistance,19550.6,2023-10-20 14:45:00,672,673,19545.95,19550.6,19542.9,19538.05,0.06419240330219673,2,1,20.13,Weak
resistance,24904.75,2025-10-03 15:00:00,1869,1870,24891.2,24904.75,24890.35,24888.5,0.06524859715516117,2,1,20.13,Weak
resistance,25518.85,2025-10-16 12:45:00,2093,2094,25516.25,25518.85,25506.65,25503.85,0.05878007825587753,4,0,20.12,Weak
resistance,23334.9,2025-04-15 14:15:00,1684,1685,23332.95,23334.9,23326.05,23323.2,0.05013949063420339,4,0,20.1,Weak
resistance,22223.1,2024-04-18 10:00:00,991,992,22211.9,22223.1,22207.25,22178.15,0.20226701045307402,3,0,15.4,Weak
resistance,26103.8,2025-10-23 12:45:00,2197,2198,26097.3,26103.8,26088.15,26057.4,0.1777518981910596,1,1,15.36,Weak
resistance,25414.3,2024-10-03 12:45:00,1106,1107,25414.3,25396.65,25396.95,25374.85,0.1552275687309929,3,0,15.31,Weak
resistance,19698.6,2023-10-18 15:00:00,621,622,19695.25,19698.6,19684.2,19672.05,0.13478115196003407,1,1,15.27,Weak
resistance,23671.9,2025-03-26 11:30:00,1387,1388,23664.9,23671.9,23662.45,23641.35,0.12905596931384009,1,1,15.26,Weak
resistance,25751.7,2025-10-17 14:45:00,2127,2128,25742.0,25751.7,25731.1,25725.1,0.10329415145408723,1,1,15.21,Weak
resistance,25780.95,2025-10-17 12:30:00,2118,2119,25780.95,25778.55,25776.75,25756.4,0.09522535050104543,1,1,15.19,Weak
resistance,19368.95,2023-10-04 13:15:00,354,355,19358.85,19368.95,19357.0,19350.8,0.09370668002138192,3,0,15.19,Weak
resistance,23612.05,2025-03-28 14:45:00,1452,1453,23597.1,23612.05,23594.5,23591.5,0.0870318333223895,1,1,15.17,Weak
resistance,26277.15,2024-09-27 10:45:00,1020,1021,26277.15,26272.95,26266.45,26257.45,0.07497007856636174,1,1,15.15,Weak
resistance,17683.75,2023-04-20 09:30:00,287,288,17678.5,17683.75,17671.8,17672.5,0.06361772814024175,1,1,15.13,Weak
resistance,25364.35,2025-10-15 13:30:00,2070,2071,25361.75,25364.35,25349.0,25350.25,0.05558983376273606,1,1,15.11,Weak
resistance,19652.55,2023-10-19 14:45:00,646,647,19652.55,19647.2,19644.15,19641.3,0.05724447972400528,1,1,15.11,Weak
resistance,19840.2,2023-10-18 10:15:00,602,603,19840.2,19836.9,19832.7,19830.55,0.04863862259453763,1,1,15.1,Weak
resistance,22751.9,2024-04-10 14:45:00,906,907,22751.6,22751.9,22743.65,22742.6,0.04087570708381678,1,1,15.08,Weak
resistance,22409.15,2025-04-09 14:30:00,1633,1634,22409.15,22406.65,22403.25,22403.7,0.02432042268448704,3,0,15.05,Weak
resistance,22069.5,2025-04-07 11:30:00,1569,1570,22009.4,22069.5,22009.1,22002.05,0.3056254106345895,2,0,10.61,Weak
resistance,25267.3,2025-10-15 09:30:00,2054,2055,25257.2,25267.3,25252.65,25224.7,0.16859735705832657,2,0,10.34,Weak
resistance,24694.85,2025-10-01 10:30:00,1825,1826,24671.4,24694.85,24663.45,24662.75,0.12998661664273542,2,0,10.26,Weak
resistance,17473.15,2023-04-05 09:30:00,53,54,17466.3,17473.15,17465.95,17457.95,0.08699061130935593,2,0,10.17,Weak
resistance,24978.45,2025-10-06 10:15:00,1876,1877,24972.2,24978.45,24968.9,24966.3,0.04864192934309958,2,0,10.1,Weak
resistance,22188.4,2025-04-07 09:30:00,1561,1562,22097.5,22188.4,22041.85,22021.7,0.7512934686593027,1,0,6.5,Weak
resistance,22696.65,2025-04-08 13:30:00,1603,1604,22688.8,22696.65,22687.3,22588.1,0.47826441347072324,1,0,5.96,Weak
resistance,23735.9,2025-03-26 09:30:00,1379,1380,23735.9,23714.6,23699.95,23646.2,0.3779085688766835,1,0,5.76,Weak
resistance,22080.85,2025-04-07 14:30:00,1581,1582,22036.55,22080.85,22020.55,22000.2,0.3652486204108892,1,0,5.73,Weak
resistance,22270.65,2024-04-18 09:30:00,989,990,22270.65,22267.75,22267.05,22200.45,0.31521307191303677,1,0,5.63,Weak
resistance,22775.7,2024-04-10 15:15:00,908,909,22775.7,22755.65,22752.65,22732.85,0.18813911317765067,1,0,5.38,Weak
resistance,24841.7,2025-10-03 14:00:00,1865,1866,24841.7,24840.45,24829.85,24809.05,0.1314322288732311,1,0,5.26,Weak
resistance,25908.1,2025-10-21 14:15:00,2177,2178,25900.85,25908.1,25896.9,25874.75,0.1287242213824964,1,0,5.26,Weak
resistance,22991.6,2025-04-04 12:30:00,1547,1548,22991.6,22979.5,22972.2,22964.45,0.11808660554288444,1,0,5.24,Weak
resistance,19725.4,2023-10-18 14:15:00,618,619,19725.4,19719.75,19719.45,19703.55,0.11077088424063482,1,0,5.22,Weak
resistance,23029.9,2025-04-04 11:15:00,1542,1543,23029.9,23014.6,23013.05,23004.8,0.10898874940838726,1,0,5.22,Weak
resistance,19427.8,2023-10-04 14:45:00,360,361,19418.0,19427.8,19418.0,19408.15,0.10114372188306354,1,0,5.2,Weak
resistance,25107.7,2025-10-14 13:00:00,2042,2043,25104.45,25107.7,25098.1,25084.05,0.09419421133756359,1,0,5.19,Weak
resistance,19751.05,2023-10-18 11:30:00,607,608,19745.7,19751.05,19738.8,19733.05,0.09113439538657439,1,0,5.18,Weak
resistance,22353.9,2024-04-15 14:00:00,955,956,22353.9,22353.8,22344.25,22334.15,0.08835147334469601,1,0,5.18,Weak
resistance,17810.95,2023-04-13 14:30:00,203,204,17805.2,17810.95,17801.7,17795.55,0.08646366420657772,1,0,5.17,Weak
resistance,17257.9,2023-03-31 11:00:00,7,8,17253.4,17257.9,17249.4,17245.5,0.07185115222594553,1,0,5.14,Weak
resistance,17410.25,2023-04-03 15:15:00,50,51,17404.55,17410.25,17404.1,17399.7,0.06059648770120632,1,0,5.12,Weak
resistance,17515.55,2023-04-05 12:15:00,64,65,17515.55,17514.65,17509.85,17507.7,0.04481731946755052,1,0,5.09,Weak
resistance,25013.45,2025-10-06 12:15:00,1884,1885,25008.45,25013.45,25008.05,25006.0,0.029783976220796125,1,0,5.06,Weak
resistance,26152.95,2025-10-21 13:45:00,2175,2176,26152.95,25932.5,25901.2,25893.65,0.9914751490749582,0,0,1.98,Weak
resistance,22664.9,2025-04-08 14:30:00,1607,1608,22664.9,22657.35,22654.05,22569.15,0.42245939757069295,0,0,0.84,Weak
resistance,23869.15,2025-03-25 10:00:00,1355,1356,23869.15,23865.9,23863.6,23770.4,0.41371393618960034,0,0,0.83,Weak
resistance,22726.15,2024-04-12 09:30:00,911,912,22717.75,22726.15,22715.95,22640.55,0.3766586069351922,0,0,0.75,Weak
resistance,21943.25,2025-04-07 12:45:00,1574,1575,21898.9,21943.25,21896.1,21865.25,0.35546238592733526,0,0,0.71,Weak
resistance,22602.75,2025-04-08 15:00:00,1609,1610,22602.75,22578.55,22577.8,22528.4,0.32894227472320203,0,0,0.66,Weak
resistance,23649.15,2025-03-28 11:00:00,1437,1438,23649.15,23631.35,23623.95,23581.3,0.2869024890958118,0,0,0.57,Weak
resistance,23826.35,2025-03-25 10:30:00,1357,1358,23826.35,23813.75,23813.0,23761.1,0.27385646563573524,0,0,0.55,Weak
resistance,22966.75,2025-04-04 13:30:00,1551,1552,22966.75,22957.7,22953.2,22903.05,0.2773574841891026,0,0,0.55,Weak
resistance,17662.5,2023-04-21 09:30:00,313,314,17661.75,17662.5,17660.75,17621.3,0.2332625619249864,0,0,0.47,Weak
resistance,23705.75,2025-03-26 11:00:00,1385,1386,23705.75,23682.0,23681.0,23653.0,0.2225198527783344,0,0,0.45,Weak
resistance,23563.2,2025-04-01 09:45:00,1458,1459,23563.2,23553.3,23545.1,23514.85,0.20519284307735022,0,0,0.41,Weak
resistance,19681.75,2023-10-19 14:15:00,644,645,19681.75,19660.6,19657.65,19641.35,0.2052662999987372,0,0,0.41,Weak
resistance,22879.55,2025-04-11 13:45:00,1656,1657,22879.55,22875.9,22875.1,22834.75,0.19580804692399664,0,0,0.39,Weak
resistance,22916.1,2025-04-11 13:15:00,1654,1655,22916.1,22908.45,22904.5,22874.2,0.18284088479277807,0,0,0.37,Weak
resistance,25996.85,2025-10-23 14:45:00,2205,2206,25992.45,25996.85,25980.95,25951.1,0.17598285946181944,0,0,0.35,Weak
resistance,26079.3,2025-10-23 13:15:00,2199,2200,26067.65,26079.3,26059.6,26047.7,0.12116889640442245,0,0,0.24,Weak
resistance,26206.8,2024-09-27 15:15:00,1038,1039,26206.8,26197.0,26195.15,26175.0,0.12134255231466365,0,0,0.24,Weak
resistance,17709.85,2023-04-18 13:00:00,249,250,17706.25,17709.85,17705.95,17690.1,0.1115198604166608,0,0,0.22,Weak
resistance,17637.55,2023-04-21 15:15:00,336,337,17637.55,17631.55,17632.5,17618.9,0.10574030973688418,0,0,0.21,Weak
resistance,25623.6,2025-10-17 09:45:00,2107,2108,25623.6,25620.85,25618.9,25603.2,0.07961410574625664,0,0,0.16,Weak
resistance,23259.5,2025-04-03 15:15:00,1532,1533,23259.5,23255.75,23253.05,23241.6,0.0769578021883594,0,0,0.15,Weak
resistance,17841.5,2023-04-13 15:15:00,206,207,17837.4,17841.5,17836.55,17828.15,0.07482554717932094,0,0,0.15,Weak
resistance,19555.05,2023-10-20 15:15:00,674,675,19555.05,19546.5,19546.4,19541.75,0.06801312193013709,0,0,0.14,Weak
resistance,17537.55,2023-04-06 09:45:00,80,81,17537.55,17535.7,17533.2,17527.85,0.055309892202734856,0,0,0.11,Weak
resistance,25336.65,2025-10-15 15:15:00,2077,2078,25330.0,25336.65,25327.95,25327.75,0.035126980086165514,0,0,0.07,Weak
