type,price,datetime,prev_candle_idx,curr_candle_idx,prev_low,curr_low,prev_close,curr_close,retracement_pct,num_hits,num_reversals,strength_score,strength
support,22409.7,2025-04-09 13:00:00,1627,1628,22416.25,22409.7,22425.3,22432.1,0.0999567151724379,9,6,70.2,Very Strong
support,19527.35,2023-10-20 12:00:00,661,662,19527.35,19530.6,19539.2,19546.95,0.10037204228941553,13,4,70.2,Very Strong
support,19729.8,2023-10-13 13:30:00,537,538,19729.8,19733.25,19732.25,19749.85,0.10162292572656222,20,7,70.2,Very Strong
support,22393.05,2024-04-02 13:15:00,744,745,22408.2,22393.05,22409.05,22415.35,0.09958446928845903,38,5,70.2,Very Strong
support,25085.6,2025-09-24 12:45:00,1704,1705,25088.95,25085.6,25092.4,25109.5,0.09527378256849131,35,5,70.19,Very Strong
support,17669.6,2023-04-10 12:45:00,118,119,17669.6,17673.65,17677.5,17686.15,0.09366369357542283,41,4,70.19,Very Strong
support,19814.5,2023-10-17 10:30:00,577,578,19814.8,19814.5,19817.6,19832.9,0.09286128845038459,17,4,70.19,Very Strong
support,22459.7,2024-04-01 11:45:00,712,713,22459.7,22463.7,22467.25,22481.55,0.09728536000034971,43,6,70.19,Very Strong
support,25113.95,2024-10-14 12:30:00,1287,1288,25120.25,25113.95,25120.75,25137.7,0.09456895470445707,56,6,70.19,Very Strong
support,24942.35,2024-10-11 14:30:00,1269,1270,24942.35,24950.1,24950.4,24965.55,0.093014491417211,27,8,70.19,Very Strong
support,24959.9,2025-09-25 12:45:00,1730,1731,24959.9,24961.5,24962.35,24983.8,0.09575358875635645,14,4,70.19,Very Strong
support,25131.05,2025-10-09 11:30:00,1959,1960,25131.05,25140.95,25147.55,25154.4,0.09291295031446034,21,5,70.19,Very Strong
support,24636.95,2025-09-30 09:45:00,1796,1797,24645.5,24636.95,24649.85,24659.95,0.09335571164450145,21,3,70.19,Very Strong
support,19806.0,2023-10-12 11:00:00,501,502,19806.0,19813.75,19813.5,19824.45,0.09315358982126996,37,4,70.19,Very Strong
support,22486.55,2024-04-05 13:45:00,824,825,22486.55,22489.95,22494.65,22508.35,0.09694684155639381,9,5,70.19,Very Strong
support,22347.8,2024-04-03 09:30:00,755,756,22347.8,22358.0,22363.95,22369.15,0.09553513097487083,25,6,70.19,Very Strong
support,24771.05,2025-09-26 10:15:00,1746,1747,24774.75,24771.05,24780.5,24794.95,0.09648359677931075,31,3,70.19,Very Strong
support,22357.75,2024-04-15 11:15:00,944,945,22361.2,22357.75,22361.9,22378.75,0.09392716172244524,16,5,70.19,Very Strong
support,22415.15,2025-04-09 12:30:00,1625,1626,22419.4,22415.15,22421.0,22435.2,0.08944843108343807,10,6,70.18,Very Strong
support,17676.25,2023-04-11 11:45:00,140,141,17682.5,17676.25,17684.85,17691.85,0.08825401315323411,31,7,70.18,Very Strong
support,19515.35,2023-10-09 14:45:00,438,439,19515.35,19519.3,19521.15,19533.05,0.09069783529375969,15,4,70.18,Very Strong
support,22412.75,2024-04-02 14:45:00,750,751,22412.75,22420.45,22420.55,22433.25,0.09146579513892762,26,6,70.18,Very Strong
support,19604.35,2023-10-06 11:30:00,399,400,19604.35,19604.75,19606.5,19621.65,0.08824572097520658,16,7,70.18,Very Strong
support,17620.7,2023-04-17 09:30:00,209,210,17633.9,17620.7,17634.45,17636.6,0.0902347806840694,42,9,70.18,Very Strong
support,22149.95,2024-04-16 12:00:00,973,974,22165.9,22149.95,22166.15,22169.75,0.08939072097227882,9,5,70.18,Very Strong
support,25189.8,2025-10-07 14:00:00,1917,1918,25189.8,25192.8,25198.45,25212.55,0.09031433357946471,30,4,70.18,Very Strong
support,17586.1,2023-04-20 13:15:00,302,303,17586.1,17595.65,17597.85,17601.95,0.09012799881726014,20,7,70.18,Very Strong
support,22473.05,2024-04-05 11:30:00,815,816,22473.05,22485.45,22487.25,22492.75,0.08766055341843108,16,5,70.18,Very Strong
support,17631.05,2023-04-19 11:30:00,269,270,17631.05,17632.1,17635.9,17647.25,0.09188335351553498,20,5,70.18,Very Strong
support,25032.05,2025-09-25 09:45:00,1718,1719,25045.0,25032.05,25054.0,25054.35,0.08908579201463433,28,6,70.18,Very Strong
support,17610.95,2023-04-20 11:45:00,296,297,17617.7,17610.95,17618.3,17626.4,0.08772950919740688,24,5,70.18,Very Strong
support,22642.15,2024-04-08 14:00:00,851,852,22644.1,22642.15,22655.85,22660.9,0.08281015716263693,20,5,70.17,Very Strong
support,19647.65,2023-10-06 14:30:00,411,412,19647.65,19656.25,19658.5,19664.35,0.0849974424422111,23,3,70.17,Very Strong
support,24625.6,2025-09-30 12:00:00,1805,1806,24627.7,24625.6,24632.25,24646.2,0.0836527840946096,13,3,70.17,Very Strong
support,24763.0,2025-10-01 13:45:00,1838,1839,24773.35,24763.0,24781.4,24783.9,0.08440011307192768,9,7,70.17,Very Strong
support,19810.2,2023-10-17 09:30:00,573,574,19810.2,19814.65,19817.85,19827.0,0.08480479752854223,19,3,70.17,Very Strong
support,23250.6,2025-04-03 12:45:00,1522,1523,23258.35,23250.6,23258.35,23270.25,0.08451394802715395,11,3,70.17,Very Strong
support,22113.75,2024-04-16 12:45:00,976,977,22118.8,22113.75,22120.65,22132.0,0.082527839014188,11,4,70.17,Very Strong
support,24931.6,2024-10-11 11:00:00,1255,1256,24951.45,24931.6,24951.45,24952.5,0.08382935712108912,30,7,70.17,Very Strong
support,24645.1,2025-09-30 13:00:00,1809,1810,24646.25,24645.1,24652.65,24664.95,0.0805433940215385,9,3,70.16,Very Strong
support,23581.6,2025-03-27 12:00:00,1415,1416,23599.4,23581.6,23600.45,23600.5,0.0801472334362446,21,4,70.16,Very Strong
support,23270.0,2025-04-03 10:45:00,1514,1515,23279.45,23270.0,23287.75,23289.1,0.08207993124193616,18,4,70.16,Very Strong
support,25012.25,2024-10-16 10:45:00,1332,1333,25021.25,25012.25,25023.6,25031.75,0.07796179871862788,33,3,70.16,Very Strong
support,19800.2,2023-10-11 11:15:00,476,477,19802.0,19800.2,19808.35,19816.2,0.08080726457308511,51,4,70.16,Very Strong
support,24923.75,2024-10-11 11:45:00,1258,1259,24923.75,24927.25,24930.7,24944.0,0.08124780580771353,18,8,70.16,Very Strong
support,25177.9,2025-10-13 13:30:00,2019,2020,25177.9,25184.3,25187.75,25198.25,0.08082485036479826,10,5,70.16,Very Strong
support,25039.55,2025-09-24 15:00:00,1713,1714,25041.1,25039.55,25041.1,25059.75,0.08067237630069521,34,5,70.16,Very Strong
support,25822.35,2025-10-20 11:45:00,2141,2142,25822.35,25829.3,25842.5,25843.35,0.08132489877954563,31,7,70.16,Very Strong
support,25238.05,2024-10-03 15:00:00,1115,1116,25238.05,25246.4,25246.75,25258.45,0.08083033356381121,15,5,70.16,Very Strong
support,25739.3,2024-10-01 11:15:00,1074,1075,25739.3,25742.9,25745.75,25760.45,0.08217006678503866,12,9,70.16,Very Strong
support,19589.7,2023-10-06 09:45:00,392,393,19590.85,19589.7,19592.2,19605.15,0.07886797653869496,11,7,70.16,Very Strong
support,19795.1,2023-10-11 10:00:00,471,472,19804.6,19795.1,19806.1,19810.4,0.0772918550550536,61,4,70.15,Very Strong
support,22376.5,2024-04-04 12:15:00,792,793,22376.5,22377.0,22385.3,22393.4,0.07552566308404557,28,4,70.15,Very Strong
support,19637.6,2023-10-19 12:45:00,638,639,19637.6,19640.75,19645.9,19652.35,0.07511101152890373,9,4,70.15,Very Strong
support,24949.3,2024-10-11 13:45:00,1266,1267,24949.3,24949.7,24953.6,24967.7,0.07374956411603313,35,7,70.15,Very Strong
support,19744.4,2023-10-16 13:15:00,562,563,19751.65,19744.4,19754.7,19759.7,0.07749032637101796,9,3,70.15,Very Strong
support,23581.8,2025-03-27 13:15:00,1420,1421,23586.55,23581.8,23586.6,23599.55,0.07526991154195184,16,3,70.15,Very Strong
support,25037.6,2024-10-15 11:30:00,1309,1310,25044.8,25037.6,25048.75,25056.5,0.07548646835160501,61,4,70.15,Very Strong
support,19528.6,2023-10-05 12:45:00,378,379,19528.6,19529.0,19531.7,19543.35,0.07553024794404106,43,5,70.15,Very Strong
support,19788.7,2023-10-11 14:00:00,487,488,19788.7,19789.5,19793.45,19803.2,0.07327414130286476,37,5,70.15,Very Strong
support,25023.4,2024-10-10 12:15:00,1234,1235,25030.6,25023.4,25032.5,25041.9,0.07393080077047882,72,4,70.15,Very Strong
support,25171.55,2025-10-13 12:15:00,2014,2015,25171.55,25175.65,25189.65,25191.0,0.07726977480528902,14,7,70.15,Very Strong
support,17589.7,2023-04-21 10:45:00,318,319,17595.95,17589.7,17597.55,17602.85,0.07475966048311124,12,4,70.15,Very Strong
support,19504.3,2023-10-09 13:15:00,432,433,19504.3,19507.15,19510.55,19518.9,0.0748552883210481,10,4,70.15,Very Strong
support,19696.65,2023-10-13 09:45:00,522,523,19706.95,19696.65,19708.4,19711.45,0.07513968111328206,24,5,70.15,Very Strong
support,19661.5,2023-10-10 13:00:00,457,458,19661.5,19668.75,19670.35,19676.5,0.07629122905170002,12,6,70.15,Very Strong
support,19532.4,2023-10-05 15:15:00,388,389,19532.4,19538.3,19540.2,19546.6,0.07269971944050443,39,3,70.15,Very Strong
support,23269.5,2025-04-02 12:30:00,1495,1496,23278.8,23269.5,23278.8,23286.15,0.07155289112358004,27,6,70.14,Very Strong
support,25266.85,2025-10-10 11:30:00,1985,1986,25274.95,25266.85,25282.55,25284.35,0.06926071116898229,18,5,70.14,Very Strong
support,25118.7,2024-10-14 14:30:00,1295,1296,25118.7,25122.5,25122.25,25136.2,0.06966921058812757,50,5,70.14,Very Strong
support,24965.55,2025-09-25 12:15:00,1728,1729,24965.55,24974.05,24981.5,24983.55,0.07209935290830764,16,4,70.14,Very Strong
support,25122.9,2025-10-09 12:00:00,1961,1962,25133.3,25122.9,25136.65,25140.0,0.06806539054009904,22,5,70.14,Very Strong
support,25755.1,2024-10-01 12:45:00,1080,1081,25762.75,25755.1,25771.1,25773.05,0.0696949342072084,10,6,70.14,Very Strong
support,17626.75,2023-04-19 10:45:00,266,267,17626.75,17631.85,17634.95,17639.35,0.07148226417234342,23,5,70.14,Very Strong
support,17586.25,2023-04-19 13:45:00,278,279,17594.1,17586.25,17594.1,17598.4,0.06908806596063091,31,5,70.14,Very Strong
support,17605.7,2023-04-21 10:00:00,315,316,17606.55,17605.7,17607.95,17617.65,0.06787574478720373,15,5,70.14,Very Strong
support,19608.25,2023-10-10 10:30:00,447,448,19611.6,19608.25,19612.05,19621.9,0.06961355551873041,9,6,70.14,Very Strong
support,25291.1,2025-10-15 11:45:00,2063,2064,25295.0,25291.1,25304.85,25306.95,0.06267026740632943,8,5,70.13,Very Strong
support,24749.05,2025-09-26 12:15:00,1754,1755,24749.05,24754.2,24764.3,24765.65,0.06707328160071672,25,3,70.13,Very Strong
support,17700.45,2023-04-11 14:30:00,151,152,17700.45,17706.05,17705.0,17711.8,0.06412266354809366,11,5,70.13,Very Strong
support,17590.65,2023-04-06 15:15:00,102,103,17590.7,17590.65,17591.35,17602.0,0.06452291416177654,45,6,70.13,Very Strong
support,19610.35,2023-10-10 11:00:00,449,450,19610.35,19610.8,19610.75,19622.8,0.06348688320198634,8,4,70.13,Very Strong
support,22690.35,2024-04-10 10:30:00,889,890,22690.35,22692.8,22694.0,22705.0,0.06456489212375065,18,7,70.13,Very Strong
support,25022.6,2025-10-08 11:30:00,1933,1934,25022.6,25030.7,25036.4,25038.3,0.06274328007481528,12,5,70.13,Very Strong
support,22184.6,2024-04-16 10:45:00,968,969,22184.6,22185.75,22188.35,22198.95,0.06468451087692446,9,3,70.13,Very Strong
support,19552.9,2023-10-09 11:15:00,424,425,19556.45,19552.9,19558.2,19566.05,0.06725345089474102,28,4,70.13,Very Strong
support,19757.15,2023-10-16 12:45:00,560,561,19757.15,19765.25,19764.65,19770.05,0.06529281804307714,11,6,70.13,Very Strong
support,22638.15,2024-04-08 12:00:00,843,844,22638.15,22641.55,22646.25,22653.25,0.0667015635111462,28,6,70.13,Very Strong
support,19821.0,2023-10-17 12:00:00,583,584,19821.0,19824.5,19828.8,19833.65,0.06382119973765933,12,4,70.13,Very Strong
support,24982.4,2024-10-10 15:00:00,1245,1246,24988.3,24982.4,24989.2,24998.55,0.06464551043934055,40,4,70.13,Very Strong
support,22489.95,2024-04-05 12:15:00,818,819,22489.95,22491.65,22498.85,22504.35,0.06402859944107397,16,5,70.13,Very Strong
support,17584.5,2023-04-20 14:00:00,305,306,17589.5,17584.5,17593.1,17594.75,0.05828997128152634,16,6,70.12,Very Strong
support,22605.9,2024-04-08 10:30:00,837,838,22605.9,22612.75,22614.75,22619.8,0.06148837250451349,15,7,70.12,Very Strong
support,25232.4,2024-10-03 14:30:00,1113,1114,25238.15,25232.4,25244.8,25248.05,0.0620234301929179,16,6,70.12,Very Strong
support,25006.55,2024-10-10 14:00:00,1241,1242,25006.55,25011.0,25017.45,25021.3,0.05898454604893518,49,6,70.12,Very Strong
support,22400.6,2024-04-02 14:00:00,747,748,22404.2,22400.6,22405.1,22414.0,0.05981982625466039,33,4,70.12,Very Strong
support,22321.05,2024-03-28 12:00:00,687,688,22321.05,22325.65,22330.75,22334.2,0.058912999164472346,14,5,70.12,Very Strong
support,19545.3,2023-10-05 11:45:00,374,375,19550.85,19545.3,19556.25,19556.75,0.05858185855423415,53,3,70.12,Very Strong
support,25097.4,2024-10-14 13:30:00,1291,1292,25097.4,25104.7,25104.45,25112.6,0.06056404249044558,49,6,70.12,Very Strong
support,24948.3,2024-10-11 15:00:00,1271,1272,24955.2,24948.3,24959.05,24962.75,0.057919778101116016,27,6,70.12,Very Strong
support,23298.15,2025-04-15 10:00:00,1667,1668,23298.15,23301.3,23306.1,23312.1,0.05987599873808474,13,5,70.12,Very Strong
support,25052.75,2025-10-08 14:30:00,1945,1946,25057.9,25052.75,25063.15,25068.4,0.062468192114643925,11,4,70.12,Very Strong
support,25126.65,2024-10-09 12:45:00,1210,1211,25130.2,25126.65,25134.8,25140.5,0.05512075823875663,62,4,70.11,Very Strong
support,25031.95,2024-10-04 14:00:00,1137,1138,25035.45,25031.95,25045.6,25045.4,0.05373133135852671,98,4,70.11,Very Strong
support,25123.3,2025-10-07 14:45:00,1920,1921,25123.3,25131.9,25134.4,25137.35,0.05592418193469518,32,3,70.11,Very Strong
support,17597.8,2023-04-21 11:30:00,321,322,17598.6,17597.8,17604.5,17607.25,0.05369989430497407,9,5,70.11,Very Strong
support,19755.5,2023-10-16 12:15:00,558,559,19757.3,19755.5,19762.0,19766.5,0.05568069651489459,11,5,70.11,Very Strong
support,25029.5,2025-09-25 10:15:00,1720,1721,25029.5,25030.6,25031.7,25043.55,0.05613376216064753,26,5,70.11,Very Strong
support,19690.0,2023-10-18 12:00:00,609,610,19695.3,19690.0,19697.55,19700.8,0.05485017775520199,10,4,70.11,Very Strong
support,17672.5,2023-04-18 11:00:00,241,242,17678.2,17672.5,17680.4,17681.8,0.05262413354080788,10,4,70.11,Very Strong
support,22727.1,2024-04-09 11:15:00,866,867,22727.2,22727.1,22729.65,22739.15,0.05302040295507526,15,4,70.11,Very Strong
support,22413.95,2024-04-02 11:30:00,737,738,22416.4,22413.95,22417.45,22425.8,0.05286886068719946,39,5,70.11,Very Strong
support,17615.3,2023-04-20 12:15:00,298,299,17617.2,17615.3,17620.55,17625.25,0.05648498748247676,16,5,70.11,Very Strong
support,25033.25,2024-10-15 14:00:00,1319,1320,25036.1,25033.25,25038.3,25046.9,0.054527478453662445,54,4,70.11,Very Strong
support,19804.9,2023-10-11 11:45:00,478,479,19812.75,19804.9,19813.2,19815.95,0.055794273134422645,54,5,70.11,Very Strong
support,22461.0,2024-04-01 12:15:00,714,715,22462.2,22461.0,22462.2,22473.3,0.054761586750364064,42,4,70.11,Very Strong
support,19646.55,2023-10-06 13:45:00,408,409,19646.55,19649.2,19653.1,19657.75,0.057007464414875524,26,5,70.11,Very Strong
support,19824.25,2023-10-17 11:00:00,579,580,19830.35,19824.25,19830.6,19834.55,0.05195656834432209,15,3,70.1,Very Strong
support,25110.1,2024-10-14 15:00:00,1297,1298,25110.1,25114.65,25121.0,25123.2,0.05217024225312596,49,4,70.1,Very Strong
support,22691.4,2024-04-10 12:30:00,897,898,22691.4,22697.05,22701.05,22702.2,0.0475951241439456,10,7,70.1,Very Strong
support,22450.5,2024-04-01 14:15:00,722,723,22453.75,22450.5,22454.5,22461.2,0.047660408454157935,37,5,70.1,Very Strong
support,23150.3,2025-04-01 14:00:00,1475,1476,23150.75,23150.3,23154.75,23161.55,0.04859548256394086,8,5,70.1,Very Strong
support,22416.55,2024-04-02 12:30:00,741,742,22416.55,22420.5,22420.45,22427.95,0.05085528326170377,31,7,70.1,Very Strong
support,22397.85,2024-03-28 13:00:00,691,692,22400.3,22397.85,22403.8,22408.65,0.04821891386897809,54,6,70.1,Very Strong
support,19503.25,2023-10-09 12:45:00,430,431,19515.1,19503.25,19515.1,19513.35,0.05178624075473854,12,5,70.1,Very Strong
support,22641.1,2024-04-09 13:45:00,876,877,22652.05,22641.1,22652.5,22652.7,0.05123425981954138,15,6,70.1,Very Strong
support,22674.55,2024-04-10 11:30:00,893,894,22674.55,22679.9,22681.95,22685.45,0.04807151630352732,13,7,70.1,Very Strong
support,22695.7,2024-04-10 11:00:00,891,892,22695.7,22702.3,22702.7,22706.3,0.04670488242265515,16,7,70.09,Very Strong
support,17735.2,2023-04-12 10:30:00,161,162,17736.75,17735.2,17742.15,17743.55,0.047081510216961435,12,8,70.09,Very Strong
support,25274.8,2025-10-10 12:00:00,1987,1988,25274.8,25274.95,25277.65,25286.3,0.045499865478658585,22,4,70.09,Very Strong
support,22664.35,2024-04-08 14:45:00,854,855,22664.35,22665.5,22665.15,22675.05,0.04721070756496758,22,6,70.09,Very Strong
support,19682.9,2023-10-10 15:15:00,466,467,19683.7,19682.9,19688.3,19691.5,0.043692748527902614,25,5,70.09,Very Strong
support,22618.0,2024-04-08 11:15:00,840,841,22618.0,22622.3,22623.85,22628.2,0.045096825537186,18,6,70.09,Very Strong
support,19799.55,2023-10-11 13:30:00,485,486,19799.55,19802.05,19807.0,19808.65,0.045960640519618796,42,6,70.09,Very Strong
support,17765.15,2023-04-12 12:45:00,170,171,17765.15,17765.85,17766.25,17772.8,0.043061837361338444,13,5,70.09,Very Strong
support,24810.45,2025-10-03 11:30:00,1855,1856,24810.55,24810.45,24811.45,24821.4,0.044134628755225024,12,6,70.09,Very Strong
support,17594.8,2023-04-06 12:00:00,89,90,17594.8,17594.95,17597.85,17602.3,0.042626230477186444,58,6,70.09,Very Strong
support,22414.4,2024-04-02 12:00:00,739,740,22416.4,22414.4,22417.15,22424.5,0.04506031836675773,37,5,70.09,Very Strong
support,24937.5,2024-10-16 12:15:00,1338,1339,24937.5,24941.1,24948.05,24948.95,0.04591478696742146,16,5,70.09,Very Strong
support,24945.4,2024-10-11 12:45:00,1262,1263,24947.45,24945.4,24948.75,24956.3,0.04369543082090412,36,6,70.09,Very Strong
support,17792.05,2023-04-13 09:45:00,184,185,17795.9,17792.05,17798.8,17799.5,0.041872634125919884,8,4,70.08,Very Strong
support,26179.9,2024-09-27 13:00:00,1029,1030,26182.2,26179.9,26189.2,26189.85,0.03800625670837967,8,5,70.08,Very Strong
support,19670.55,2023-10-13 11:00:00,527,528,19674.35,19670.55,19677.2,19678.85,0.04219505809445731,15,6,70.08,Very Strong
support,25181.95,2025-10-13 11:00:00,2009,2010,25181.95,25183.2,25191.6,25191.4,0.037526879371933976,21,6,70.08,Very Strong
support,19525.75,2023-10-20 13:00:00,665,666,19525.75,19527.45,19531.0,19533.6,0.04020332125525803,9,4,70.08,Very Strong
support,17637.3,2023-04-17 11:15:00,216,217,17637.3,17639.85,17640.95,17644.4,0.040255594677202196,36,6,70.08,Very Strong
support,17331.65,2023-04-03 10:45:00,32,33,17336.25,17331.65,17337.85,17338.85,0.041542495953917194,12,6,70.08,Very Strong
support,23300.45,2025-04-15 10:45:00,1670,1671,23300.95,23300.45,23309.6,23309.55,0.03905503970952726,12,7,70.08,Very Strong
support,17624.2,2023-04-10 10:00:00,107,108,17628.35,17624.2,17628.85,17630.0,0.032909295173677515,54,4,70.07,Very Strong
support,17673.75,2023-04-17 12:45:00,222,223,17673.75,17676.5,17677.8,17680.35,0.03734351792912396,22,4,70.07,Very Strong
support,25297.55,2025-10-10 14:00:00,1995,1996,25303.5,25297.55,25304.95,25305.8,0.03261185371705956,19,3,70.07,Very Strong
support,22445.1,2024-04-03 11:45:00,764,765,22448.75,22445.1,22452.45,22453.5,0.037424649478066285,17,6,70.07,Very Strong
support,19696.3,2023-10-10 14:45:00,464,465,19696.4,19696.3,19698.25,19702.6,0.03198570289851024,28,5,70.06,Very Strong
support,22484.5,2024-04-03 13:15:00,770,771,22485.3,22484.5,22485.3,22491.05,0.029131179256818133,32,4,70.06,Very Strong
support,22428.65,2024-04-02 10:00:00,731,732,22428.7,22428.65,22429.9,22433.6,0.02206998637901563,39,4,70.04,Very Strong
support,19682.25,2023-10-13 10:30:00,525,526,19682.55,19682.25,19685.2,19685.25,0.015242159814045652,21,7,70.03,Very Strong
support,22362.1,2025-04-09 09:30:00,1613,1614,22362.5,22362.1,22385.1,22467.85,0.4728983413901199,7,4,65.95,Strong
support,19487.95,2023-10-05 10:45:00,370,371,19488.8,19487.95,19494.6,19561.35,0.37664300247074634,7,5,65.75,Strong
support,23452.6,2025-03-26 15:00:00,1401,1402,23452.6,23468.85,23480.65,23501.45,0.2082924707708407,7,3,65.42,Strong
support,19681.25,2023-10-18 13:00:00,613,614,19681.25,19689.0,19690.9,19709.65,0.14429977770721603,7,3,65.29,Strong
support,22807.8,2025-04-11 10:00:00,1641,1642,22819.95,22807.8,22827.6,22832.7,0.10917317759714422,7,5,65.22,Strong
support,19726.25,2023-10-16 11:15:00,554,555,19726.25,19731.3,19742.45,19748.35,0.11203345795576221,7,4,65.22,Strong
support,17517.15,2023-04-05 14:00:00,71,72,17517.15,17521.5,17523.6,17536.8,0.11217578201932285,7,4,65.22,Strong
support,19385.3,2023-10-04 10:15:00,342,343,19385.65,19385.3,19392.95,19405.1,0.10213924984395018,7,4,65.2,Strong
support,25228.55,2025-10-13 14:45:00,2024,2025,25228.55,25232.25,25245.85,25249.2,0.08185171165208248,7,5,65.16,Strong
support,19355.6,2023-10-04 12:00:00,349,350,19355.6,19357.05,19362.0,19370.7,0.0780135981318181,7,6,65.16,Strong
support,17736.75,2023-04-13 11:15:00,190,191,17740.8,17736.75,17747.6,17750.55,0.07780455833227211,7,5,65.16,Strong
support,23292.2,2025-04-15 11:15:00,1672,1673,23292.8,23292.2,23295.15,23311.0,0.08071371532100563,7,6,65.16,Strong
support,19775.85,2023-10-17 14:15:00,592,593,19775.85,19779.65,19782.3,19789.05,0.06674807909647741,7,4,65.13,Strong
support,22539.05,2024-04-12 14:15:00,930,931,22539.2,22539.05,22544.7,22548.15,0.04037437247799789,7,3,65.08,Strong
support,25033.15,2024-10-09 10:00:00,1199,1200,25068.45,25033.15,25076.95,25171.0,0.5506698118295082,88,2,61.1,Strong
support,24804.3,2024-10-08 10:15:00,1174,1175,24804.3,24805.65,24827.85,24884.9,0.32494365896236616,26,2,60.65,Strong
