type,price,datetime,prev_candle_idx,curr_candle_idx,prev_low,curr_low,prev_close,curr_close,retracement_pct,num_hits,num_reversals,strength_score,strength
support,25109.5,2024-10-09 10:30:00,1201,1202,25109.5,25117.65,25117.6,25179.85,0.28017284294788247,78,2,60.56,Strong
support,17767.25,2023-04-12 15:00:00,179,180,17767.25,17778.35,17778.35,17811.9,0.25130506972098354,9,2,60.5,Strong
support,25020.3,2024-10-07 09:45:00,1146,1147,25050.1,25020.3,25071.95,25077.75,0.22961355379432194,93,2,60.46,Strong
support,22858.15,2025-04-04 15:00:00,1557,1558,22858.15,22864.9,22864.95,22911.0,0.2312085623727141,6,3,60.46,Strong
support,23216.45,2025-04-02 10:15:00,1486,1487,23216.45,23224.6,23238.85,23267.35,0.21924109844527398,6,4,60.44,Strong
support,24908.95,2024-10-16 11:45:00,1336,1337,24930.75,24908.95,24935.9,24956.85,0.19230035790347572,6,3,60.38,Strong
support,22451.6,2024-04-05 10:15:00,810,811,22451.6,22458.95,22474.6,22493.25,0.1855101640863077,6,3,60.37,Strong
support,25042.25,2024-10-09 09:30:00,1197,1198,25042.25,25042.5,25055.45,25086.55,0.1769010372470496,89,2,60.35,Strong
support,25096.45,2024-10-09 12:15:00,1208,1209,25096.45,25102.15,25117.75,25136.7,0.16038124914081472,68,2,60.32,Strong
support,25833.85,2025-10-20 12:30:00,2144,2145,25833.85,25840.95,25849.0,25868.7,0.13490052779590417,25,2,60.27,Strong
support,26167.4,2024-09-27 13:30:00,1031,1032,26167.4,26173.35,26179.7,26201.0,0.12840404472740335,6,3,60.26,Strong
support,25274.35,2025-10-10 12:30:00,1989,1990,25274.35,25275.0,25282.85,25303.75,0.11632346628103774,20,2,60.23,Strong
support,22321.6,2024-04-15 13:15:00,952,953,22321.6,22333.2,22338.3,22345.7,0.10796717081213794,6,3,60.22,Strong
support,19548.75,2023-10-20 10:00:00,653,654,19550.9,19548.75,19551.75,19570.6,0.11177185242022404,15,2,60.22,Strong
support,26211.8,2024-09-27 09:30:00,1015,1016,26211.8,26218.7,26230.6,26240.85,0.11082794771820048,9,2,60.22,Strong
support,24796.8,2025-10-03 12:30:00,1859,1860,24809.65,24796.8,24824.75,24824.4,0.11130468447542499,6,4,60.22,Strong
support,25073.85,2024-10-14 11:00:00,1281,1282,25084.8,25073.85,25089.65,25101.5,0.11027424986590195,57,2,60.22,Strong
support,22627.25,2024-04-12 09:45:00,912,913,22627.25,22632.5,22640.55,22650.7,0.10363610248704869,6,3,60.21,Strong
support,23137.45,2025-04-01 14:30:00,1477,1478,23137.45,23143.65,23154.75,23161.65,0.10459233839511582,6,4,60.21,Strong
support,25754.6,2024-10-01 14:45:00,1088,1089,25754.6,25757.55,25757.6,25780.05,0.09881729865733008,6,3,60.2,Strong
support,17783.6,2023-04-13 10:15:00,186,187,17785.05,17783.6,17792.4,17798.4,0.08322274455117587,6,3,60.17,Strong
support,22260.1,2024-04-15 15:15:00,960,961,22260.1,22262.55,22270.0,22277.45,0.07794214760940958,6,4,60.16,Strong
support,19347.6,2023-10-04 12:30:00,351,352,19359.85,19347.6,19361.4,19362.7,0.07804585581675341,6,5,60.16,Strong
support,19803.45,2023-10-12 11:30:00,503,504,19803.45,19804.75,19805.8,19818.8,0.07751174669059455,30,2,60.16,Strong
support,25882.3,2024-09-30 11:45:00,1050,1051,25891.55,25882.3,25892.5,25901.4,0.07379560549101966,18,2,60.15,Strong
support,25053.55,2024-10-15 12:30:00,1313,1314,25055.95,25053.55,25058.1,25068.55,0.059871754701429546,57,2,60.12,Strong
support,23254.05,2025-04-03 13:15:00,1524,1525,23254.05,23254.95,23258.95,23268.35,0.06149466437028936,9,2,60.12,Strong
support,19531.65,2023-10-20 13:45:00,668,669,19534.5,19531.65,19542.95,19543.25,0.059390783676742845,6,3,60.12,Strong
support,19796.75,2023-10-12 13:15:00,510,511,19796.75,19800.0,19802.3,19807.65,0.05505954260169703,24,2,60.11,Strong
support,22174.55,2024-04-18 09:45:00,990,991,22182.0,22174.55,22200.45,22207.25,0.14746635219204327,5,3,55.29,Strong
support,22718.3,2024-04-10 14:15:00,904,905,22720.15,22718.3,22721.65,22742.7,0.10740240246850097,5,3,55.21,Strong
support,24878.7,2025-09-25 15:15:00,1740,1741,24878.7,24881.8,24883.3,24904.55,0.10390414290135154,5,4,55.21,Strong
support,24747.05,2025-10-01 13:00:00,1835,1836,24747.05,24747.45,24753.5,24770.7,0.09556694636330978,5,4,55.19,Strong
support,25324.7,2025-10-15 13:15:00,2069,2070,25324.7,25324.95,25325.5,25349.0,0.09595375266044325,7,2,55.19,Strong
support,25215.25,2025-10-13 15:15:00,2026,2027,25215.25,25220.15,25220.45,25237.15,0.0868522025361694,7,2,55.17,Strong
support,22264.3,2024-04-18 11:30:00,997,998,22273.3,22264.3,22276.05,22282.55,0.08196979020225204,5,3,55.16,Strong
support,22487.25,2024-04-05 14:45:00,828,829,22487.25,22490.75,22494.15,22505.0,0.07893361793905435,5,3,55.16,Strong
support,22119.9,2024-04-16 14:30:00,983,984,22119.9,22129.3,22133.35,22136.55,0.07527158802706077,5,3,55.15,Strong
support,22295.9,2024-04-15 14:30:00,957,958,22300.8,22295.9,22306.8,22312.05,0.07243484228040947,7,2,55.14,Strong
support,24998.2,2025-10-06 12:30:00,1885,1886,25002.2,24998.2,25006.0,25014.9,0.06680480994631904,5,5,55.13,Strong
support,17306.55,2023-03-31 13:00:00,15,16,17306.55,17308.25,17311.5,17316.65,0.05835940727644841,5,4,55.12,Strong
support,21976.4,2025-04-07 11:00:00,1567,1568,21976.4,21980.25,21983.65,21986.3,0.04504832456634306,5,3,55.09,Strong
support,23315.2,2025-04-15 14:00:00,1683,1684,23322.15,23315.2,23325.75,23326.05,0.04653616524841538,5,4,55.09,Strong
support,22396.35,2025-04-09 14:00:00,1631,1632,22396.55,22396.35,22398.65,22402.25,0.026343578306293015,5,4,55.05,Strong
support,25175.45,2024-10-04 10:30:00,1123,1124,25175.45,25198.65,25199.1,25282.9,0.42680468472261957,50,1,50.85,Strong
support,25788.55,2025-10-20 10:00:00,2134,2135,25788.55,25795.9,25808.55,25856.55,0.263682913541087,4,4,50.53,Strong
support,19498.2,2023-10-09 14:15:00,436,437,19507.5,19498.2,19513.2,19528.55,0.15565539383121796,4,3,50.31,Strong
support,24780.85,2025-10-03 10:15:00,1850,1851,24791.85,24780.85,24798.35,24812.6,0.12812312733421172,4,3,50.26,Strong
support,25008.55,2025-10-08 12:30:00,1937,1938,25008.55,25015.95,25025.8,25040.25,0.12675664922596763,4,3,50.25,Strong
support,19334.55,2023-10-04 13:00:00,353,354,19352.95,19334.55,19353.45,19357.0,0.11611338251989692,4,4,50.23,Strong
support,19823.65,2023-10-17 12:30:00,585,586,19825.35,19823.65,19827.5,19843.1,0.09811513016017277,9,1,50.2,Strong
support,22558.5,2024-04-12 13:45:00,928,929,22558.5,22559.8,22564.3,22580.55,0.09774586076201552,4,3,50.2,Strong
support,17487.5,2023-04-05 11:45:00,62,63,17487.5,17487.6,17488.2,17504.2,0.0954967834167304,4,3,50.19,Strong
support,25837.65,2025-10-20 14:00:00,2150,2151,25837.65,25841.7,25854.4,25861.05,0.09056551195638077,24,1,50.18,Strong
support,23291.65,2025-04-15 11:45:00,1674,1675,23302.2,23291.65,23304.9,23312.8,0.09080507392133154,4,4,50.18,Strong
support,22951.7,2025-04-04 11:45:00,1544,1545,22961.75,22951.7,22970.1,22971.35,0.08561457321243227,6,2,50.17,Strong
support,17336.15,2023-04-03 13:00:00,41,42,17343.7,17336.15,17344.55,17348.25,0.06979635040074379,4,4,50.14,Strong
support,22503.85,2024-04-12 15:15:00,934,935,22511.1,22503.85,22515.85,22519.4,0.0690992874552706,4,3,50.14,Strong
support,24811.95,2025-10-03 13:30:00,1863,1864,24823.55,24811.95,24824.85,24828.25,0.06569415140687963,4,3,50.13,Strong
support,25805.8,2025-10-20 14:30:00,2152,2153,25806.75,25805.8,25817.15,25817.35,0.04475738012384531,4,3,50.09,Strong
support,25890.25,2024-09-30 12:15:00,1052,1053,25892.4,25890.25,25895.15,25900.8,0.04074893058197303,11,1,50.08,Strong
support,22357.05,2025-04-09 10:15:00,1616,1617,22357.05,22366.2,22371.2,22398.2,0.1840582724465055,3,3,45.37,Moderate
support,23484.0,2025-03-28 12:45:00,1444,1445,23484.0,23491.1,23500.65,23527.2,0.18395503321410633,7,1,45.37,Moderate
support,22921.95,2025-04-04 10:30:00,1539,1540,22921.95,22924.35,22933.45,22960.8,0.16948819799361983,5,2,45.34,Moderate
support,24598.15,2025-09-30 15:15:00,1818,1819,24598.15,24603.3,24614.85,24633.6,0.14411652908855782,3,3,45.29,Moderate
support,17552.0,2023-04-06 14:00:00,97,98,17552.0,17564.9,17568.25,17575.6,0.13445761166817768,3,3,45.27,Moderate
support,22283.75,2024-04-18 12:15:00,1000,1001,22283.75,22291.3,22292.15,22313.05,0.13148594828069454,5,2,45.26,Moderate
support,25493.35,2025-10-16 13:00:00,2094,2095,25493.35,25499.4,25503.85,25524.0,0.12022743185968678,3,3,45.24,Moderate
support,22368.75,2025-04-09 10:45:00,1618,1619,22368.75,22383.5,22386.6,22393.55,0.11086895780944074,3,3,45.22,Moderate
support,24984.45,2025-10-06 12:00:00,1883,1884,24984.45,24990.25,24992.35,25008.05,0.0944587533445745,3,3,45.19,Moderate
support,25873.8,2025-10-21 14:00:00,2176,2177,25873.8,25878.85,25893.65,25896.9,0.08927950281753042,5,2,45.18,Moderate
support,26041.9,2025-10-23 11:30:00,2192,2193,26042.9,26041.9,26047.0,26056.55,0.05625549595074789,5,2,45.11,Moderate
support,19611.7,2023-10-10 11:45:00,452,453,19611.7,19618.75,19621.8,19622.6,0.055579067597392465,5,2,45.11,Moderate
support,24588.0,2025-09-30 14:30:00,1815,1816,24588.0,24600.75,24612.0,24640.3,0.21270538474052086,4,2,40.43,Moderate
support,22320.9,2024-04-15 13:45:00,954,955,22320.9,22334.8,22333.85,22344.25,0.10461047717609301,4,2,40.21,Moderate
support,23151.65,2025-04-01 15:00:00,1479,1480,23151.65,23154.75,23161.3,23174.5,0.09869706910737915,4,2,40.2,Moderate
support,25652.8,2025-10-17 13:15:00,2121,2122,25652.8,25663.65,25668.75,25677.35,0.09570105407596548,4,2,40.19,Moderate
support,25282.7,2025-10-15 12:15:00,2065,2066,25288.25,25282.7,25288.25,25307.0,0.09611315247184546,4,2,40.19,Moderate
support,25311.9,2025-10-15 14:15:00,2073,2074,25311.9,25312.45,25326.9,25333.75,0.08632303382993194,4,2,40.17,Moderate
support,24960.85,2025-10-06 10:30:00,1877,1878,24961.1,24960.85,24966.3,24976.6,0.06309881274075202,4,2,40.13,Moderate
support,17577.8,2023-04-21 12:30:00,325,326,17582.4,17577.8,17582.7,17587.5,0.055183242499065456,4,2,40.11,Moderate
support,23595.95,2025-03-27 14:00:00,1423,1424,23595.95,23600.55,23604.9,23609.1,0.05572990280110704,9,0,40.11,Moderate
support,19618.35,2023-10-19 13:30:00,641,642,19618.35,19639.65,19642.95,19651.8,0.17050363562685308,5,1,35.34,Moderate
support,17499.05,2023-04-05 12:30:00,65,66,17499.05,17504.15,17507.7,17525.7,0.15229398167329916,3,2,35.3,Moderate
support,17778.5,2023-04-13 14:15:00,202,203,17778.5,17779.95,17780.6,17801.7,0.13049469865287133,3,2,35.26,Moderate
support,22729.85,2024-04-10 15:00:00,907,908,22729.85,22741.15,22742.6,22752.65,0.10030862500193759,3,2,35.2,Moderate
support,17478.15,2023-04-05 11:15:00,60,61,17478.15,17482.25,17485.95,17495.35,0.09840858443254628,3,2,35.2,Moderate
support,19747.65,2023-10-16 14:15:00,566,567,19752.5,19747.65,19754.2,19764.4,0.08482021911467946,5,1,35.17,Moderate
support,19531.55,2023-10-20 14:30:00,671,672,19538.3,19531.55,19539.45,19542.9,0.05811110741340131,3,2,35.12,Moderate
support,23253.55,2025-04-03 14:15:00,1528,1529,23253.95,23253.55,23255.3,23258.45,0.021072051364206562,5,1,35.04,Moderate
support,25164.75,2025-10-14 10:15:00,2031,2032,25176.25,25164.75,25196.7,25210.45,0.18160323468343903,4,1,30.36,Moderate
support,25710.4,2025-10-17 11:45:00,2115,2116,25730.8,25710.4,25743.35,25754.85,0.17288723629347302,4,1,30.35,Moderate
support,22155.0,2024-04-18 10:30:00,993,994,22155.0,22159.7,22176.3,22191.15,0.1631685849695394,2,2,30.33,Moderate
support,25060.55,2025-10-14 12:45:00,2041,2042,25060.55,25062.65,25066.3,25098.1,0.14983709455698008,2,2,30.3,Moderate
support,17729.65,2023-04-13 12:30:00,195,196,17735.3,17729.65,17740.6,17752.35,0.1280341123485071,4,1,30.26,Moderate
support,22944.75,2025-04-04 12:15:00,1546,1547,22944.75,22963.9,22965.3,22972.2,0.11963521066911048,4,1,30.24,Moderate
support,26206.95,2024-09-27 12:00:00,1025,1026,26206.95,26212.3,26213.4,26236.75,0.11371029440663362,4,1,30.23,Moderate
support,25368.9,2024-10-03 12:30:00,1105,1106,25373.2,25368.9,25375.05,25396.95,0.11056845192341518,4,1,30.22,Moderate
support,22626.5,2024-04-12 10:15:00,914,915,22626.5,22627.65,22641.7,22648.1,0.09546328420214592,4,1,30.19,Moderate
support,17233.65,2023-03-31 10:45:00,6,7,17233.65,17235.55,17248.2,17249.4,0.09139097057210746,2,2,30.18,Moderate
support,26062.3,2025-10-23 12:15:00,2195,2196,26062.3,26069.25,26077.1,26086.15,0.09151149361338862,4,1,30.18,Moderate
support,25962.55,2024-09-30 10:00:00,1043,1044,25962.55,25964.75,25980.65,25982.55,0.07703403556276252,6,0,30.15,Moderate
support,26174.25,2024-09-27 14:15:00,1034,1035,26174.25,26180.55,26186.8,26191.4,0.06552241229453168,4,1,30.13,Moderate
support,19718.8,2023-10-16 15:15:00,570,571,19730.45,19718.8,19730.45,19730.95,0.061616325537058314,4,1,30.12,Moderate
support,24879.5,2025-10-03 15:15:00,1870,1871,24886.7,24879.5,24888.5,24895.0,0.06230028738519665,2,2,30.12,Moderate
support,17338.45,2023-04-03 13:30:00,43,44,17338.45,17339.35,17342.7,17347.4,0.051619377741382456,2,2,30.1,Moderate
support,19343.1,2023-10-04 13:30:00,355,356,19349.25,19343.1,19350.8,19352.1,0.04652821936504491,2,2,30.09,Moderate
support,23308.35,2025-04-15 14:45:00,1686,1687,23308.35,23309.15,23309.6,23312.0,0.015659624126124136,2,2,30.03,Moderate
support,22079.7,2024-04-16 13:30:00,979,980,22079.7,22090.7,22100.1,22119.6,0.18070897702413447,3,1,25.36,Weak
support,22586.6,2024-04-08 10:00:00,835,836,22588.25,22586.6,22591.65,22626.25,0.17554656300639077,3,1,25.35,Weak
support,19690.2,2023-10-18 13:45:00,616,617,19690.2,19696.4,19700.5,19716.1,0.13153751612476164,3,1,25.26,Weak
support,21898.3,2025-04-07 10:15:00,1564,1565,21911.05,21898.3,21918.15,22005.15,0.48793741979972044,2,1,20.98,Weak
support,19480.9,2023-10-09 09:30:00,417,418,19480.9,19506.35,19507.55,19550.05,0.354963066388092,2,1,20.71,Weak
support,23214.9,2025-04-03 10:00:00,1511,1512,23214.9,23223.75,23234.6,23277.6,0.27008516082342415,2,1,20.54,Weak
support,22530.8,2025-04-08 14:45:00,1608,1609,22554.7,22530.8,22569.15,22577.8,0.20860333410265058,2,1,20.42,Weak
support,17512.25,2023-04-06 09:30:00,79,80,17512.25,17517.65,17531.95,17533.2,0.1196305443332566,2,1,20.24,Weak
support,17744.9,2023-04-13 13:15:00,198,199,17748.9,17744.9,17750.0,17761.35,0.09270269204107709,2,1,20.19,Weak
support,24772.95,2025-10-03 10:45:00,1852,1853,24779.95,24772.95,24782.85,24791.3,0.0740727285204166,2,1,20.15,Weak
support,17614.8,2023-04-21 14:45:00,334,335,17614.8,17615.45,17615.85,17627.9,0.07436928037787646,2,1,20.15,Weak
support,21796.9,2025-04-07 12:30:00,1573,1574,21839.4,21796.9,21846.15,21896.1,0.4551105891204579,1,1,15.91,Weak
support,22108.7,2024-04-16 15:00:00,985,986,22108.7,22116.6,22123.25,22168.9,0.2722909985661786,3,0,15.54,Weak
support,17596.3,2023-04-21 14:15:00,332,333,17596.3,17596.65,17599.85,17629.3,0.18753942590203623,1,1,15.38,Weak
support,23519.0,2025-03-28 10:15:00,1434,1435,23519.5,23519.0,23524.15,23559.25,0.17113822866618478,3,0,15.34,Weak
support,17379.3,2023-04-03 15:00:00,49,50,17379.3,17381.75,17382.7,17404.1,0.14269849763799045,1,1,15.29,Weak
support,25417.55,2025-10-16 10:15:00,2083,2084,25422.35,25417.55,25423.45,25453.25,0.14045413503662127,1,1,15.28,Weak
support,23629.55,2025-03-26 11:15:00,1386,1387,23629.55,23640.85,23653.0,23662.45,0.139232444121879,3,0,15.28,Weak
support,23561.7,2025-03-28 11:45:00,1440,1441,23568.05,23561.7,23569.05,23589.5,0.11798809084233851,3,0,15.24,Weak
support,17454.35,2023-04-05 09:45:00,54,55,17454.35,17457.4,17457.95,17473.2,0.10799600099689868,1,1,15.22,Weak
support,19529.1,2023-10-20 15:00:00,673,674,19535.95,19529.1,19538.05,19546.4,0.08858575151954218,1,1,15.18,Weak
support,22651.1,2024-04-12 11:15:00,918,919,22651.1,22656.1,22657.85,22671.5,0.09006185130082625,1,1,15.18,Weak
support,22885.4,2025-04-11 13:00:00,1653,1654,22885.4,22886.4,22886.45,22904.5,0.08345932341142626,1,1,15.17,Weak
support,24808.15,2025-10-03 14:15:00,1866,1867,24808.15,24808.15,24809.05,24828.9,0.08364186769267357,1,1,15.17,Weak
support,22387.35,2025-04-09 15:00:00,1635,1636,22396.35,22387.35,22399.05,22402.7,0.06856550685991054,1,1,15.14,Weak
support,25441.6,2025-10-16 11:45:00,2089,2090,25445.25,25441.6,25447.1,25451.35,0.03832306144267656,1,1,15.08,Weak
support,25991.85,2025-10-23 09:30:00,2184,2185,25991.85,26050.5,26053.1,26074.3,0.31721481926065564,2,0,10.63,Weak
support,23451.6,2025-03-28 14:00:00,1449,1450,23453.75,23451.6,23473.25,23503.3,0.2204540415152942,2,0,10.44,Weak
support,19775.35,2023-10-18 09:30:00,599,600,19775.35,19786.5,19791.2,19816.25,0.20682314093050921,2,0,10.41,Weak
support,19717.75,2023-10-18 11:15:00,606,607,19717.75,19719.8,19724.9,19738.8,0.1067566025535331,2,0,10.21,Weak
support,19628.65,2023-10-19 14:30:00,645,646,19637.2,19628.65,19641.35,19644.15,0.07896620501155198,2,0,10.16,Weak
support,23656.65,2025-03-26 10:30:00,1383,1384,23656.65,23657.15,23662.8,23670.85,0.060025405118632975,2,0,10.12,Weak
support,19677.85,2023-10-18 14:45:00,620,621,19677.85,19682.2,19684.0,19684.2,0.03226978557109737,2,0,10.06,Weak
support,22461.75,2025-04-08 14:00:00,1605,1606,22461.75,22512.95,22546.4,22598.4,0.6083675581822496,1,0,6.22,Weak
support,22609.75,2025-04-08 13:15:00,1602,1603,22609.75,22624.55,22666.4,22687.3,0.34299362000906364,1,0,5.69,Weak
support,23183.25,2025-04-02 09:45:00,1484,1485,23233.5,23183.25,23234.0,23244.65,0.2648463869388522,1,0,5.53,Weak
support,25926.4,2025-10-23 14:30:00,2204,2205,25926.4,25929.15,25943.05,25980.95,0.21040329548259407,1,0,5.42,Weak
support,17789.55,2023-04-13 14:45:00,204,205,17789.55,17793.9,17795.55,17819.75,0.16976258533802557,1,0,5.34,Weak
support,26152.45,2024-09-27 15:00:00,1037,1038,26177.65,26152.45,26187.4,26195.15,0.16327342180178425,1,0,5.33,Weak
support,19802.3,2023-10-18 10:00:00,601,602,19802.3,19812.55,19813.65,19832.7,0.1535175206920482,1,0,5.31,Weak
support,22846.1,2025-04-11 13:30:00,1655,1656,22872.25,22846.1,22874.2,22875.1,0.12693632611255312,1,0,5.25,Weak
support,26038.45,2025-10-23 13:00:00,2198,2199,26056.35,26038.45,26057.4,26059.6,0.08122603303959267,1,0,5.16,Weak
support,23240.8,2025-04-03 15:00:00,1531,1532,23243.0,23240.8,23249.25,23253.05,0.052709028949089534,1,0,5.11,Weak
support,22319.4,2025-04-08 11:45:00,1596,1597,22319.4,22353.65,22357.35,22429.1,0.49150066758065664,0,0,0.98,Weak
support,17503.6,2023-04-06 10:00:00,81,82,17503.6,17520.2,17527.85,17588.5,0.4850430768527701,0,0,0.97,Weak
support,22272.9,2025-04-08 10:45:00,1592,1593,22275.85,22272.9,22292.65,22374.4,0.4557107516309057,0,0,0.91,Weak
support,23211.4,2025-04-15 09:30:00,1665,1666,23211.4,23264.65,23297.65,23310.95,0.4288840828213691,0,0,0.86,Weak
support,25562.55,2025-10-17 10:00:00,2108,2109,25562.55,25603.15,25603.2,25670.15,0.42092827202294836,0,0,0.84,Weak
support,21814.35,2025-04-07 13:15:00,1576,1577,21841.65,21814.35,21859.65,21898.1,0.38392159289641914,0,0,0.77,Weak
support,22736.05,2025-04-11 10:45:00,1644,1645,22736.05,22760.75,22784.35,22806.35,0.3092005867334004,0,0,0.62,Weak
support,25658.25,2025-10-17 14:30:00,2126,2127,25658.25,25672.3,25679.5,25731.1,0.2839242738690228,0,0,0.57,Weak
support,23749.65,2025-03-25 10:15:00,1356,1357,23770.4,23749.65,23770.4,23813.0,0.26674077302191207,0,0,0.53,Weak
support,19394.15,2023-10-04 15:00:00,361,362,19400.65,19394.15,19408.15,19444.55,0.2598721779505563,0,0,0.52,Weak
support,24881.9,2025-10-06 09:30:00,1873,1874,24898.65,24881.9,24901.85,24944.8,0.25279419979984574,0,0,0.51,Weak
support,22084.45,2024-04-18 13:45:00,1006,1007,22084.45,22091.75,22094.4,22140.65,0.2544776981088536,0,0,0.51,Weak
support,22353.5,2025-04-09 11:15:00,1620,1621,22353.5,22368.7,22374.55,22408.4,0.24559912317982177,0,0,0.49,Weak
support,21996.5,2025-04-07 14:45:00,1582,1583,21996.5,22001.25,22000.2,22046.5,0.2273088900506899,0,0,0.45,Weak
support,25024.3,2025-10-09 10:15:00,1954,1955,25024.3,25032.75,25041.8,25078.45,0.2163896692415031,0,0,0.43,Weak
support,25620.45,2025-10-17 13:45:00,2123,2124,25620.45,25632.85,25663.2,25673.9,0.20862240905214674,0,0,0.42,Weak
support,22762.0,2025-04-11 14:30:00,1659,1660,22762.0,22770.85,22769.8,22804.75,0.18781302170283806,0,0,0.38,Weak
support,17553.95,2023-04-21 13:15:00,328,329,17553.95,17561.25,17561.05,17586.5,0.1854283508839849,0,0,0.37,Weak
support,24617.7,2025-10-01 10:15:00,1824,1825,24617.7,24645.05,24659.95,24663.45,0.1858418942468224,0,0,0.37,Weak
support,24748.15,2025-10-03 09:30:00,1847,1848,24748.15,24757.5,24779.5,24789.1,0.16546691368848615,0,0,0.33,Weak
support,25826.25,2025-10-21 14:45:00,2179,2180,25826.8,25826.25,25833.3,25868.6,0.16398044625138586,0,0,0.33,Weak
support,25209.1,2025-10-15 10:00:00,2056,2057,25209.1,25212.35,25216.55,25251.25,0.16720152643292088,0,0,0.33,Weak
support,25287.1,2025-10-15 15:00:00,2076,2077,25287.1,25303.65,25316.0,25327.95,0.1615448192952224,0,0,0.32,Weak
support,25065.65,2025-10-14 13:15:00,2043,2044,25065.65,25079.55,25084.05,25100.9,0.140630703771895,0,0,0.28,Weak
support,22517.15,2025-04-08 15:15:00,1610,1611,22517.15,22517.95,22528.4,22547.2,0.13345383407757763,0,0,0.27,Weak
support,24649.4,2025-10-01 10:45:00,1826,1827,24661.1,24649.4,24662.75,24681.2,0.12900922537667964,0,0,0.26,Weak
support,17237.6,2023-03-31 11:15:00,8,9,17237.6,17242.1,17245.5,17259.0,0.1241472130691132,0,0,0.25,Weak
support,17312.9,2023-04-03 11:30:00,35,36,17315.55,17312.9,17317.9,17330.8,0.10339111298510253,0,0,0.21,Weak
support,22934.8,2025-04-04 13:15:00,1550,1551,22937.2,22934.8,22938.05,22953.2,0.08022742731570127,0,0,0.16,Weak
support,25862.6,2025-10-23 15:15:00,2207,2208,25863.5,25862.6,25865.35,25870.3,0.029772722000111076,0,0,0.06,Weak
